Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000917,Tc1 cell,IFNG,cell,Positive,9,17.74
CL_0000540,neuron,IFNG,cytokine,Positive,9,0.38
CL_0000125,glial cell,TNF,cell,Positive,9,5.38
CL_0000557,granulocyte monocyte progenitor cell,CSF2,cytokine,Positive,9,9.16
CL_0000084,T cell,TNFSF9,cytokine,Negative,9,7.24
CL_0001042,T-helper 22 cell,IL22,cell,Positive,9,570.26
CL_0002327,mammary epithelial cell,TGFB,cytokine,Unknown,9,50.21
CL_0000499,stromal cell,CSF2,cell,Positive,9,4.93
CL_0002139,endothelial cell of vascular tree,TNF,cytokine,Positive,9,4.29
CL_0000556,megakaryocyte,IL6,cytokine,Positive,9,3.5
CL_0000312,keratinocyte,TNF,cytokine,Unknown,9,1.66
CL_0000899,T-helper 17 cell,IL27,cytokine,Negative,9,233.6
CL_0002629,mature microglial cell,TNF,cell,Positive,9,12.24
CL_0000540,neuron,IL6,cell,Positive,9,1.31
CL_0000235,macrophage,CXCL10,cell,Positive,9,2.47
CL_0000763,myeloid cell,IL10,cell,Positive,9,5.08
CL_0000034,stem cell,FGF2,cytokine,Unknown,9,11.81
CL_0000233,platelet,CD40LG,cytokine,Positive,9,1.86
CL_0000233,platelet,CSF2,cytokine,Positive,9,0.94
CL_0000138,chondrocyte,TGFB,cytokine,Negative,9,12.12
CL_0000542,lymphocyte,IFNG,cytokine,Negative,9,1.17
CL_0000738,leukocyte,CX3CL1,cytokine,Unknown,9,26.86
CL_0000091,Kupffer cell,IL6,cell,Positive,9,11.19
CL_0000115,endothelial cell,CXCL12,cytokine,Positive,9,2.51
CL_0000062,osteoblast,TGFB1,cell,Positive,9,3.23
CL_0000583,alveolar macrophage,CSF2,cytokine,Positive,9,7.07
CL_0000037,hematopoietic stem cell,TGFB,cytokine,Unknown,9,9.38
CL_0000576,monocyte,IL4,cytokine,Unknown,9,0.88
CL_0000738,leukocyte,IL2,cytokine,Positive,9,0.26
CL_0000235,macrophage,CSF1,cytokine,Negative,9,4.01
CL_0000235,macrophage,TGFB,cytokine,Unknown,9,0.53
CL_0000542,lymphocyte,IL7,cytokine,Unknown,9,5.13
CL_0000738,leukocyte,TNF,cytokine,Negative,9,2.24
CL_0000115,endothelial cell,FGF2,cytokine,Negative,9,9.25
CL_0000097,mast cell,TGFB1,cell,Positive,9,3.09
CL_0000771,eosinophil,IL13,cytokine,Unknown,9,13.12
CL_0000233,platelet,PDGF,cytokine,Positive,9,11.31
CL_0000236,B cell,CD40LG,cytokine,Negative,9,7.97
CL_0000084,T cell,IFNB1,cytokine,Unknown,9,2.1
CL_0000084,T cell,CCL5,cell,Positive,9,3.29
CL_0000623,natural killer cell,IL21,cytokine,Positive,9,3.33
CL_0000542,lymphocyte,TGFB1,cell,Positive,8,0.76
CL_0000115,endothelial cell,IFNG,cytokine,Unknown,8,0.67
CL_0000540,neuron,CCL2,cell,Positive,8,2.31
CL_0000775,neutrophil,IL17A,cytokine,Positive,8,2.12
CL_0000057,fibroblast,IL2,cell,Positive,8,0.31
CL_0000134,mesenchymal cell,TGFB,cytokine,Positive,8,2.25
CL_0000738,leukocyte,IL10,cytokine,Positive,8,0.47
CL_0000236,B cell,TGFB,cytokine,Unknown,8,1.12
CL_0000084,T cell,TGFB1,cytokine,Unknown,8,0.37
CL_0000066,epithelial cell,IL6,cytokine,Positive,8,0.84
CL_0000113,mononuclear phagocyte,IFNG,cytokine,Positive,8,2.62
CL_0000236,B cell,IFNA,cytokine,Negative,8,5.53
CL_0000084,T cell,CXCL10,cytokine,Positive,8,0.97
CL_0000623,natural killer cell,IL18,cytokine,Unknown,8,7.74
CL_0000775,neutrophil,CCL2,cell,Positive,8,0.65
CL_0000898,naive T cell,IL4,cell,Positive,8,12.3
CL_0002246,peripheral blood stem cell,CSF3,cytokine,Unknown,8,74.12
CL_0000127,astrocyte,IFNG,cytokine,Positive,8,0.64
CL_0000623,natural killer cell,TGFB,cell,Positive,8,0.61
CL_0000034,stem cell,FGF2,cytokine,Positive,8,3
CL_0000738,leukocyte,IFNG,cytokine,Negative,8,1.25
CL_0000771,eosinophil,CXCL8,cytokine,Positive,8,0.91
CL_0000057,fibroblast,HGF,cell,Positive,8,5.98
CL_0000084,T cell,CSF2,cytokine,Negative,8,0.99
CL_0000138,chondrocyte,TGFB1,cytokine,Positive,8,2.05
CL_0000066,epithelial cell,IL33,cell,Positive,8,10.51
CL_0000023,oocyte,IL6,cell,Positive,8,11.12
CL_0000623,natural killer cell,IL12,cytokine,Unknown,8,2.72
CL_0000134,mesenchymal cell,TGFB1,cell,Positive,8,4.48
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",IFNG,cell,Positive,8,6.31
CL_0000771,eosinophil,IL12,cytokine,Negative,8,10.68
CL_0000542,lymphocyte,IL15,cytokine,Unknown,8,5.87
CL_0000771,eosinophil,CCL11,cytokine,Negative,8,32.38
CL_0000624,"CD4-positive, alpha-beta T cell",IL6,cytokine,Positive,8,0.31
CL_0000624,"CD4-positive, alpha-beta T cell",IL10,cytokine,Negative,8,2.5
CL_0000540,neuron,CX3CL1,cell,Positive,8,21.72
CL_0000540,neuron,CXCL12,cytokine,Unknown,8,13.81
CL_0000576,monocyte,TGFB1,cytokine,Positive,8,0.28
CL_0000138,chondrocyte,FGF2,cytokine,Positive,8,2.81
CL_0000451,dendritic cell,TNF,cytokine,Positive,8,0.72
CL_0000235,macrophage,SPP1,cytokine,Unknown,8,7.43
CL_0000767,basophil,IL4,cytokine,Unknown,8,11.14
CL_0000738,leukocyte,IL1,cytokine,Positive,8,0.75
CL_0000057,fibroblast,TGFB,cytokine,Negative,8,2.98
CL_0000066,epithelial cell,CCL2,cell,Positive,8,2.47
CL_0000775,neutrophil,IL1B,cytokine,Unknown,8,1.33
CL_0000738,leukocyte,TGFB,cell,Positive,8,0.67
CL_0000542,lymphocyte,IL6,cytokine,Positive,8,0.34
CL_0000546,T-helper 2 cell,IL33,cell,Positive,8,14.52
CL_0000235,macrophage,IL12B,cell,Positive,8,8.08
CL_0000650,mesangial cell,TGFB,cell,Positive,8,8.27
CL_0000236,B cell,IL21,cell,Positive,8,2.55
CL_0000650,mesangial cell,CCL2,cell,Positive,8,13.15
CL_0000623,natural killer cell,IL10,cytokine,Negative,8,2.65
CL_0000784,plasmacytoid dendritic cell,IFNA,cytokine,Unknown,8,26.61
CL_0000542,lymphocyte,CXCL12,cytokine,Positive,8,1.71
CL_0000540,neuron,FGF2,cytokine,Negative,8,14.52
CL_0000092,osteoclast,IL4,cytokine,Negative,8,11.43
CL_0000542,lymphocyte,IL12,cytokine,Positive,8,0.9
CL_0000815,regulatory T cell,IL2,cytokine,Unknown,8,8.03
CL_0000023,oocyte,TGFB,cell,Positive,8,12.31
CL_0000499,stromal cell,TGFB,cell,Positive,8,2.5
CL_0000134,mesenchymal cell,TGFB1,cytokine,Positive,8,3.04
CL_0000542,lymphocyte,IL15,cytokine,Positive,8,2.1
CL_0000182,hepatocyte,TGFA,cell,Positive,8,30.75
CL_0000312,keratinocyte,IL22,cytokine,Positive,8,11.54
CL_0000775,neutrophil,CXCL5,cytokine,Unknown,8,45.62
CL_0000624,"CD4-positive, alpha-beta T cell",IL2,cytokine,Negative,8,1.36
CL_0000115,endothelial cell,PF4,cytokine,Negative,8,38.37
CL_0000084,T cell,IL22,cell,Positive,8,1.56
CL_0000057,fibroblast,FGF2,cytokine,Unknown,8,3.06
CL_0000650,mesangial cell,TGFB1,cytokine,Positive,8,8.42
CL_0000084,T cell,CCL2,cell,Positive,8,0.21
